,UnitId,Text,X.M..language..,X.M..object_posted_time..,id,detected,value,ambiguity
43993,"tag:search.twitter.com,2005:874278952117956613",ισχυρός σεισμός «χτύπησε» κωνσταντινούπολη και σμύρνη #tvone_news #tvone_turkey #tvone_earthquake https://t.co/auen0lq0y4 ,el,6/12/2017 2:55:20 PM,48406,NA,5,2
42021,"tag:search.twitter.com,2005:874199154511286272",u.k. in chaos; macron's big win; earthquake at uber https://t.co/8orshoeqi6 https://t.co/zulvmcku20 ,en,6/12/2017 9:38:14 AM,34590,NA,5,1
17126,"tag:search.twitter.com,2005:874314110665719808",u.k. in chaos; macron's big win; earthquake at uber https://t.co/kmocwtalho #businessnews via @ibnmoney_com #usa ,en,6/12/2017 5:15:02 PM,53882,NA,5,1
4253,"tag:search.twitter.com,2005:874945004388700160","ισχυρός σεισμός 6,9 ρίχτερ στη γουατεμάλα: 1 νεκρή και τεράστιες υλικές ζημιές (pics  https://t.co/l2rrqtu4nv ",el,6/14/2017 11:01:59 AM,18676,NA,5,2
7057,"tag:search.twitter.com,2005:874206168842948608",what to watch:- u.k. in chaos- emmanuelmacron's big win- earthquake at uber https://t.co/zuv3i6gkqq #bsafunds #merchantcashadvance #blu… ,en,6/12/2017 10:06:07 AM,34897,NA,5,1
60166,"tag:search.twitter.com,2005:874902194327363585",oh god we had a big earthquake over here in guatemala at 1:25 am https://t.co/m26qfzd380 ,en,6/14/2017 8:11:52 AM,12165,NA,5,2
34333,"tag:search.twitter.com,2005:874255191129956352","m6.3 depth: 5 km #earthquake#plomárion, #lésvos #greece  - violent #çanakkale, turkey - very strongtire,… https://t.co/zjslhzydoz ",en,6/12/2017 1:20:55 PM,42607,NA,5,2
32648,"tag:search.twitter.com,2005:875007445365555202",i've heard there was a big earthquake today in mexico. are you alright? @aldriancg ,en,6/14/2017 3:10:06 PM,23033,NA,5,2
41850,"tag:search.twitter.com,2005:874244582506205186",rt @smithalistair: david lan stepping down as artistic director of young vic. earthquake. big figure in uk theatre. tough act to follow. bu… ,en,6/12/2017 11:04:42 AM,37541,NA,5,2
37896,"tag:search.twitter.com,2005:874366734354051072","rt @amna_newseng: firefighters, rescue crews working at collapsed houses in village of #vrisa, lesvos, on monday after strong quake (…  ",en,6/12/2017 8:04:08 PM,61705,NA,5,2
33007,"tag:search.twitter.com,2005:874381035311697920","#naturaldisastersnews - strong earthquake strikes greece, turkey https://t.co/57tospncch ",en,6/12/2017 9:40:58 PM,63022,NA,5,2
33653,"tag:search.twitter.com,2005:874248128119152644","rt @usgsbigquakes: prelim m6.3 earthquake near the coast of western turkey jun-12 12:28 utc, updates https://t.co/aohb1gac3r ",en,6/12/2017 12:48:11 PM,39629,NA,5,1
54293,"tag:search.twitter.com,2005:874896396238954496",rt @bnonews: more: a powerful 7.0-magnitude earthquake has struck the guatemala-mexico border https://t.co/ppcun8znkt https://t.co/4zkfempz… ,en,6/14/2017 7:44:49 AM,10062,NA,5,2
8876,"tag:search.twitter.com,2005:874358990393573376",one woman dead after powerful 6.2 quake reduces homes to rubble in greece and turkey. https://t.co/enan49xlaz ,en,6/12/2017 8:13:22 PM,60904,NA,5,2
30991,"tag:search.twitter.com,2005:874906379244511232",rt @eqtw: strong earthquake hits the mexico-guatemala border ,en,6/14/2017 7:45:37 AM,13224,NA,5,2
43061,"tag:search.twitter.com,2005:875024137751859200",rt @latimes: magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,24012,NA,6,2
18306,"tag:search.twitter.com,2005:874499663151366144","rt @bnikolopoulos: επεισόδια στο μενίδι,κατολίσθηση στο αμύνταιο,σεισμός στη λέσβο...τρίτη &amp; 13 ιουνίου, τι άλλο να γίνει?καλημέρα με…  ",el,6/13/2017 5:11:09 AM,70428,NA,6,1
42596,"tag:search.twitter.com,2005:874319376555683841",αγωνία στη βρίσα της λέσβου για την εγκλωβισμένη γυναίκα-10 τραυματίες και μεγάλες… https://t.co/fjqunhvgrt ,el,6/12/2017 5:35:58 PM,54477,NA,6,2
18084,"tag:search.twitter.com,2005:874270277370294273",2 γεγονότα σε 2 μερες!αμύνταιο κ μυτιλήνη .κατολίσθηση κ σεισμος.ειναι να μην παει ο νους σου στις #skouries ;;; ,el,6/12/2017 2:20:51 PM,46559,NA,6,1
35938,"tag:search.twitter.com,2005:875053062548795392","rt @jenniferwillen: #guatemala earthquake kills 2; damage, landslides reported https://t.co/9dcom9euqi ",en,6/14/2017 6:10:43 PM,25859,NA,6,2
169,"tag:search.twitter.com,2005:874498561270054912","rt @bnikolopoulos: επεισόδια στο μενίδι,κατολίσθηση στο αμύνταιο,σεισμός στη λέσβο...τρίτη &amp; 13 ιουνίου, τι άλλο να γίνει?καλημέρα με…  ",el,6/13/2017 5:11:09 AM,70340,NA,6,2
49428,"tag:search.twitter.com,2005:875005760085803009","6.9mg earthquake shook western guate, near san marco, today, damaging homes and triggering landslides. https://t.co/np85uqoii9 ",en,6/14/2017 3:03:24 PM,22911,NA,6,2
35746,"tag:search.twitter.com,2005:874494439577800706","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,70098,NA,6,1
18884,"tag:search.twitter.com,2005:874972261941489665","ώρες αγωνίας στη μυτιλήνη μετά τα 6,1 ρίχτερ – «φρένο» λέκκα στις δημόσιες προβλέψεις των σεισμολόγων -… https://t.co/msm8sjuxpj ",el,6/14/2017 12:50:18 PM,20724,NA,6,2
31573,"tag:search.twitter.com,2005:874985934781124608",rt @latimes: magnitude 6.9 earthquake triggers landslides and damages homes in guatemala https://t.co/t5zm6eo5pg ,en,6/14/2017 12:35:04 PM,21641,NA,6,2
57076,"tag:search.twitter.com,2005:874499797704749056","rt @bnikolopoulos: επεισόδια στο μενίδι,κατολίσθηση στο αμύνταιο,σεισμός στη λέσβο...τρίτη &amp; 13 ιουνίου, τι άλλο να γίνει?καλημέρα με…  ",el,6/13/2017 5:11:09 AM,70423,NA,6,1
35708,"tag:search.twitter.com,2005:874496911725780992","rt @bnikolopoulos: επεισόδια στο μενίδι,κατολίσθηση στο αμύνταιο,σεισμός στη λέσβο...τρίτη &amp; 13 ιουνίου, τι άλλο να γίνει?καλημέρα με…  ",el,6/13/2017 5:11:09 AM,70242,NA,6,1
54878,"tag:search.twitter.com,2005:874270280843243520","it lasted about 20 seconds. thank god, there is no damage. https://t.co/qawtnzvr7f ",en,6/12/2017 2:20:52 PM,46594,NA,7,2
54931,"tag:search.twitter.com,2005:874292484779716610","earthquake strikes western turkey, greek island; dozens of buildings damaged https://t.co/glnu6kmkty #news ",en,6/12/2017 3:49:06 PM,50691,NA,7,2
22750,"tag:search.twitter.com,2005:874307963967688708",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,52968,NA,7,2
31169,"tag:search.twitter.com,2005:874494381528625154","earthquake kills woman, damages buildings on greek island ",en,6/13/2017 5:11:22 AM,70096,NA,7,2
12546,"tag:search.twitter.com,2005:874668680235413504",το μέγεθος της καταστροφής από το σεισμό καταγράφει drone στη βρίσα https://t.co/ptjsp08pjc ,el,6/13/2017 4:43:58 PM,15,NA,7,2
7966,"tag:search.twitter.com,2005:874488926387482624",σεισμός στη λέσβο: τρόμος για το άγνωστο ρήγμα https://t.co/fzavnntij3 eidhseis nea ,el,6/13/2017 4:49:41 AM,69719,NA,7,1
43883,"tag:search.twitter.com,2005:875028061959344128",rt @rlacassin: damage due to m6.9 intermediate #earthquake in #guatemala https://t.co/phrtfwkndd ,en,6/14/2017 3:33:36 PM,24243,NA,7,2
29196,"tag:search.twitter.com,2005:874438632773484544","earthquake kills woman, damages buildings on greek island: https://t.co/i0i93bmbvu - news : npr #latest ",en,6/13/2017 1:29:50 AM,66572,NA,7,2
54227,"tag:search.twitter.com,2005:874897553132748803","επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.… https://t.co/amc0clntvs ",el,6/14/2017 7:53:26 AM,10561,NA,7,2
58935,"tag:search.twitter.com,2005:875007400457101314","rt @fox12oregon: small earthquake hits near beaverton, no damages reported https://t.co/vfepckzwip https://t.co/s4ew2mus5d ",en,6/14/2017 2:27:25 PM,23008,NA,7,2
49320,"tag:search.twitter.com,2005:874276638103490560",ζημιές στη χίο από τον σεισμό https://t.co/zn9htoz7gn ,el,6/12/2017 2:46:08 PM,48007,NA,7,2
60585,"tag:search.twitter.com,2005:874648033694294016",πανικός στο μανχάταν: 35 άνθρωποι με αναπνευστικά https://t.co/sl5yi7s3se #neakriti ,el,6/13/2017 3:21:56 PM,78812,NA,7,2
11363,"tag:search.twitter.com,2005:874363304029941764","rt @das_ruhrgebiet: 6.1 #earthquake has hit #lesvos this afternoonvrisa and plomari are hugely damaged!🚨please,help us to help them!🙏htt… ",en,6/12/2017 8:22:30 PM,61348,NA,7,2
13204,"tag:search.twitter.com,2005:874362434693345281",rt @naftemporiki_en: οne fatality reported from quake damage on isle of lesvos https://t.co/oui0j16ges #earthquake #seismos #σεισμος #greece ,en,6/12/2017 8:26:49 PM,61235,NA,7,2
4885,"tag:search.twitter.com,2005:874254582125391873",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,42432,NA,7,2
36990,"tag:search.twitter.com,2005:874271197634154496",rt @amna_news: #σεισμός αντιδήμ. λέσβου: «το μισό χωριό βρίσα έχει μεγάλες ζημιές. πολλά σπίτια έχουν καταρρεύσει»…  ,el,6/12/2017 2:21:05 PM,46844,NA,7,2
47236,"tag:search.twitter.com,2005:874550879742984192","σεισμός στη μυτιλήνη: συντρίμμια, φόβος και απόγνωση https://t.co/h1ai7kjrxf https://t.co/olc8v0uima ",el,6/13/2017 8:55:52 AM,73071,NA,7,2
16309,"tag:search.twitter.com,2005:874958443202961408",rt @weatherchannel: a 6.9 magnitude #earthquake rocked guatemala early this morning. some damage has been reported:…  ,en,6/14/2017 11:51:56 AM,19691,NA,7,2
28517,"tag:search.twitter.com,2005:874170889058779136","rt @offsitecynews: οι κάτοικοι επιτέθηκαν στους ρομά - ζημιές σε σπίτια και συρμούς τραίνων (φωτογραφίες, βίντεο) https://t.co/e4pcm3ddz2 ",el,6/12/2017 6:28:48 AM,33854,NA,7,2
7273,"tag:search.twitter.com,2005:875036047113113601",rt @usambnepal: proud to be in #kavre to start reconstruction on the first of 15 earthquake-damaged schools. #april25 #nepal https://t.co/1… ,en,4/25/2017 4:39:37 AM,24900,NA,7,1
951,"tag:search.twitter.com,2005:874946138939502592","rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…  ",el,6/14/2017 7:53:26 AM,18774,NA,7,2
24995,"tag:search.twitter.com,2005:874525705756966913",rt @spyrosgalinos: there has been some damage to the road between mytilene and plomari. equipment and crew from the municipality alrea…  ,en,6/12/2017 1:46:42 PM,71737,NA,7,2
37363,"tag:search.twitter.com,2005:874281078374236160",σχέδιο εκκένωσης χωριού στη λέσβο μετά το #σεισμό #μυτιλήνη #erthquakehttps://t.co/8x3oqvprcc ,el,6/12/2017 3:03:47 PM,48825,NA,7,1
25915,"tag:search.twitter.com,2005:874279745013370880",rt @efsyntakton: σοβαρές ζημιές από τον σεισμό στο πλωμάρι λέσβουφωτορεπορτάζhttps://t.co/c6wv5rlbta https://t.co/iyau4grexp ,el,6/12/2017 2:50:17 PM,48533,NA,7,2
55803,"tag:search.twitter.com,2005:874694291796393984",όχι πανικός και ερασιτεχνισμοί με κοριούς και ψώρα.……….και δεν ξεχνάμε ότι : ο επαγγελματικός εξοπλισμός των... https://t.co/mk26uodbfh ,el,6/13/2017 6:25:44 PM,1356,NA,7,1
30726,"tag:search.twitter.com,2005:874303186173128708","απο οτι φαινεται ,μεγάλες οι υλικές ζημιές απο τον σεισμό στην μυτιλήνη ,αδειάζει απο κατοίκους η βρισα #earthquake ",el,6/12/2017 4:31:38 PM,52300,NA,7,2
35921,"tag:search.twitter.com,2005:874329792518262784",rt @anastassios2401: πανικός στο προσκυνημένο ψοφοκινημα...ή κακόγουστο χιούμορ..? φροντίδα και προδέρμ..😜 https://t.co/76peikzex9 ,el,6/12/2017 7:55:27 AM,56013,NA,7,1
42126,"tag:search.twitter.com,2005:875021919623557120",συγκλονιστικό βίντεο: δείτε από ψηλά την καταστροφή που προκάλεσε ο εγκέλαδος στη βρίσα | kontranews.gr https://t.co/503mzwngzy ,el,6/14/2017 4:07:37 PM,23855,NA,7,2
61064,"tag:search.twitter.com,2005:874890386321416192",ο κυριάκος μητσοτάκης στη βρίσα: η καταστροφή είναι πολύ μεγάλη - δεν θα σας εγκαταλείψουμε https://t.co/3jwtb6rrss https://t.co/wb0bihnghe ,el,6/14/2017 7:24:57 AM,8761,NA,7,2
27458,"tag:search.twitter.com,2005:874263287260753920",it seems very severe event unfortunately.50% of houses in vryssa village lesvos island have collapsed or are damage… https://t.co/ldwys5luom ,en,6/12/2017 1:53:05 PM,44934,NA,7,2
12978,"tag:search.twitter.com,2005:874311860090044416",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,53571,NA,7,1
31327,"tag:search.twitter.com,2005:874257796447039488","hurriyet: πανικός σε σμύρνη, προύσσα και κωνσταντινούπολη από τον σεισμό https://t.co/y2ic4wl9mo https://t.co/mik00nkcpv ",el,6/12/2017 1:31:16 PM,43470,NA,7,2
47401,"tag:search.twitter.com,2005:874270850941415424",rt @amna_news: #σεισμός αντιδήμ. λέσβου: «το μισό χωριό βρίσα έχει μεγάλες ζημιές. πολλά σπίτια έχουν καταρρεύσει»…  ,el,6/12/2017 2:21:05 PM,46780,NA,7,2
26079,"tag:search.twitter.com,2005:874671519317798913",σημαντικές ζημιές σε μετα-βυζαντινά μνημεία από τον σεισμό στη λέσβο https://t.co/5fneqxaqmo ,el,6/13/2017 4:55:15 PM,202,NA,7,2
9331,"tag:search.twitter.com,2005:874513699716739072","earthquake kills woman, damages buildings on greek island https://t.co/vfnhwaqmu4 https://t.co/rebepu6ssq ",en,6/13/2017 6:28:08 AM,71121,NA,7,2
32238,"tag:search.twitter.com,2005:874896453952565249",rt @mixanitouxronou: drone κατέγραψε το μέγεθος της καταστροφής στο χωριό βρίσα της λέσβου. συγκλονιστικές εικόνες https://t.co/zpdgwvsn2a ,el,6/14/2017 7:47:04 AM,10180,NA,7,2
38243,"tag:search.twitter.com,2005:874640005188259844",drone καταγράφει την τεράστια καταστροφή που προκάλεσε ο σεισμός στη βρίσα https://t.co/h7gayxnvbb ,el,6/13/2017 2:50:01 PM,78341,NA,7,2
42279,"tag:search.twitter.com,2005:874276393680420864","rt @humanityroad: #greece #lesvos - damage in vrisa, plomari, chios, and along turkish coast from 6.1 earthquake, june 12: https://t.co/ic5… ",en,6/12/2017 2:42:43 PM,47983,NA,7,2
16407,"tag:search.twitter.com,2005:874363732096200705",video - βρίσα λέσβου: μεγάλες οι ζημιές από τον σεισμό https://t.co/eofpmdmdyk ,el,6/12/2017 8:32:13 PM,61402,NA,7,2
54029,"tag:search.twitter.com,2005:874688562477793281",rt @tribunegr: #σεισμός λέσβος: η ολοκληρωτική καταστροφή της βρίσας από ψηλά (βίντεο) https://t.co/naj17exw6j ,el,6/13/2017 5:24:29 PM,1089,NA,7,2
45555,"tag:search.twitter.com,2005:874649989225558016",σεισμός μυτιλήνη: κλιμάκιο του υπ. πολιτισμού στη λέσβο-ζημιές σε μετα-βυζαντινά μνημεία - https://t.co/hyfmct0o6j via @thepressroomgr ,el,6/13/2017 3:29:42 PM,78938,NA,7,2
58523,"tag:search.twitter.com,2005:874284891541602304",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,49413,NA,7,2
31483,"tag:search.twitter.com,2005:874596939307900928",rt @nationalherald: the debris of damaged buildings after an #earthquake in the village of vrissa on lesbos #greece…  ,en,6/13/2017 11:58:51 AM,75564,NA,7,2
38000,"tag:search.twitter.com,2005:874252455520940033","no damages in mytilene the capital of #lesvos taxi drivers of the area told @bild people out on the streets though,… https://t.co/mfql7zidoz ",en,6/12/2017 1:10:02 PM,41728,NA,7,1
14540,"tag:search.twitter.com,2005:874904102970458112","rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…  ",el,6/14/2017 7:53:26 AM,12808,NA,7,2
9858,"tag:search.twitter.com,2005:874335606989631490",rt @anatropi_news: οι πρώτες εικόνες από τις ζημιές σε χωριά κοντά στο πλωμάρι[video] - https://t.co/2bjwwsdjik ,el,6/12/2017 2:24:20 PM,56764,NA,7,2
45501,"tag:search.twitter.com,2005:874759439252942849",rt @avgionline: ζημιές σε μετα-βυζαντινά μνημεία στη λέσβο από το σεισμό https://t.co/bv346bnbis μέσω του χρήστη @avgionline ,el,6/13/2017 3:26:33 PM,4390,NA,7,2
29738,"tag:search.twitter.com,2005:874268983805050880",φωτο- μικροζημιές σε κάμπο και βουνό&gt; σοβαρότερη η κατάσταση στη γειτονική μυτιλήνη (βιντεο)... https://t.co/r79ncgdm09 ,el,6/12/2017 2:15:43 PM,46280,NA,7,2
44663,"tag:search.twitter.com,2005:874281700209160192","υλικές ζημιές και τραυματισμοί από τα 6,3 ρίχτερ στο β.α. αιγαίο https://t.co/2tbi0otvhz https://t.co/8bu7ltlwzt ",el,6/12/2017 3:06:15 PM,48977,NA,7,2
15240,"tag:search.twitter.com,2005:874253297602895872",rt @ap: it wasn't immediately clear if the earthquake caused any major damage in turkey or greece. https://t.co/hsy28pmtbj ,en,6/12/2017 1:11:41 PM,42023,NA,7,2
3677,"tag:search.twitter.com,2005:874283171520671746",#σεισμός μία γυναίκα εγκλωβισμένη κάτω από τα ερείπια στα βρισά λέσβου |διαρκής ενημέρωση: https://t.co/ajaurpqp75 https://t.co/gg7uouc34r ,el,6/12/2017 3:12:06 PM,49186,NA,9,2
27917,"tag:search.twitter.com,2005:874597464287961088",σπίρτζης: θα ανακατασκευαστούν τα σπίτια που κατέρρευσαν στη βρίσα https://t.co/kdyovlixil via @tanea ,el,6/13/2017 12:00:59 PM,75602,NA,9,2
54288,"tag:search.twitter.com,2005:874254962565545984",rt @enikos_gr: κατέρρευσαν ακατοίκητα σπίτια στο πλωμάρι - τωρα https://t.co/kgc2mtcll0 ,el,6/12/2017 1:14:07 PM,42559,NA,9,2
35492,"tag:search.twitter.com,2005:874335085302091777",φονικός σεισμός στη λέσβο: νεκρή ανασύρθηκε η 45χρονη που ήταν εγκλωβισμένη στα ερείπια https://t.co/z5ko9r8ui1 ,el,6/12/2017 6:38:23 PM,56698,NA,9,2
33591,"tag:search.twitter.com,2005:874274068282912768",i'm raising money for earthquake victims . click to donate: https://t.co/ua4goeqte6 via @gofundme ,en,6/12/2017 2:35:55 PM,47434,NA,9,1
49435,"tag:search.twitter.com,2005:874328366236741632","νεκρή ανασύρθηκε η εγκλωβισμένη στα ερείπια 45χρονη γυναίκα, στη βρίσα της λέσβου https://t.co/bi1lbidwcy ",el,6/12/2017 6:11:41 PM,55780,NA,9,2
47470,"tag:search.twitter.com,2005:874306928888995841",απεγκλωβισμός ζευγαριού ηλικιωμένων στη βρίσα λέσβου | kontranews.gr https://t.co/6ezbalolc8 ,el,6/12/2017 4:46:30 PM,52843,NA,9,2
48476,"tag:search.twitter.com,2005:874269935832268800",rt @protothema: δέκα τραυματίες στη λέσβο από τον σεισμό-με κατάγματα ο πιο σοβαρά τραυματισμένος -εγκλωβισμένη γυναίκα στη βρίσα https://t… ,el,6/12/2017 2:19:14 PM,46520,NA,9,2
37885,"tag:search.twitter.com,2005:874329290510172160",rt @dialogoscy: μυτιλήνη: νεκρή ανασύρθηκε η εγκλωβισμένη γυναίκα https://t.co/vr1jcaiw2k #eπίκαιρα #διεθνή https://t.co/vh3nzigo4y ,el,6/12/2017 6:02:15 PM,55895,NA,9,2
32066,"tag:search.twitter.com,2005:874270845824356352","σεισμός στη λέσβο: κατέρρευσαν σπίτια στη βρίσα – τραυματισμός στο πλωμάρι [pics, vid] https://t.co/5mwojw6wla eidhseis nea ",el,6/12/2017 2:23:07 PM,46754,NA,9,2
29664,"tag:search.twitter.com,2005:874282752409047043",σεισμός μυτιλήνη: κατέρρευσαν σπίτια στο πλωμάρι - δείτε εικόνεςhttps://t.co/r0orj9d0sa https://t.co/zgrhetspzc ,el,6/12/2017 3:10:26 PM,49118,NA,9,2
7867,"tag:search.twitter.com,2005:874247968253251584","στους δρόμους οι κάτοικοι μυτιλήνης, χίου - κατάρρευση σπιτιών στο πλωμάρι https://t.co/5ttilh1qwx ",el,6/12/2017 12:52:13 PM,39716,NA,9,2
39049,"tag:search.twitter.com,2005:874260169726865409","my lefkada |  σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια: σεισμός 6,1… https://t.co/0y1qzdqyon ",el,6/12/2017 1:40:42 PM,44060,NA,9,2
33540,"tag:search.twitter.com,2005:874278289304584192",rt @enikos_gr: νέες εικόνες από τα χαλάσματα μετά τον σεισμό στη μυτιλήνη - τωρα https://t.co/mawtysl6dw ,el,6/12/2017 1:58:15 PM,48255,NA,10,1
54144,"tag:search.twitter.com,2005:874372964942319616","rt @iol: earthquake kills woman, guts houses on greek island https://t.co/1qb74zezv7 | independent online https://t.co/lgjmaoehdc ",en,6/12/2017 7:52:07 PM,62322,NA,10,2
44327,"tag:search.twitter.com,2005:874812705449943040",#news #earthquake shattered lesbos surveys ruins after earthquake - euronews: euronews shattered lesbos surveys… https://t.co/pzfxfrr3g5 ,en,6/14/2017 2:16:16 AM,6232,NA,10,2
31741,"tag:search.twitter.com,2005:874337475803697152",greece: earthquake leaves lesbos homes in ruins https://t.co/l5qcuwhjaw vía @youtube ,en,6/12/2017 6:47:53 PM,56936,NA,10,2
46857,"tag:search.twitter.com,2005:874322728894873600","""out of the ruins"" survival during mighty san francisco earthquake https://t.co/dvekn8n9tp #ocw… https://t.co/xrb4vp26rq ",en,6/12/2017 5:49:17 PM,54910,NA,10,2
10187,"tag:search.twitter.com,2005:874534315971014656",μία νεκρή γυναίκα ανασύρθηκε χθες μέσα από τα χαλάσματα του σπιτιού της και 12 κάτοικοι του χωριού τραυματίστηκανhttps://t.co/uxcncr6by9 ,el,6/13/2017 7:50:03 AM,72220,NA,10,2
9354,"tag:search.twitter.com,2005:874365936899432449","quake kills woman, guts houses on greek island of lesbos: an earthquake with a preliminary… https://t.co/cgglamrszr ",en,6/12/2017 8:40:58 PM,61616,NA,10,2
8881,"tag:search.twitter.com,2005:874341987180302338",«πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! https://t.co/3qccf4yc4a ,el,6/12/2017 7:05:48 PM,999,NA,7,1
8882,"tag:search.twitter.com,2005:874342451959476226",«πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! https://t.co/3zkwhbp4sp ,el,6/12/2017 7:07:39 PM,9991,NA,7,1
8888,"tag:search.twitter.com,2005:874352637449125889",«πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! https://t.co/pc7ws7rq4l ,el,6/12/2017 7:48:08 PM,9992,NA,7,1
8883,"tag:search.twitter.com,2005:874369769746477056",«πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! https://t.co/venzhdm1bs https://t.co/mso5oj81vx ,el,6/12/2017 8:56:12 PM,9993,NA,7,1
8884,"tag:search.twitter.com,2005:874372203072172033",#bitgiabit νέο: «πανικός» στο οακα για τον νταμπλούχο παναθηναϊκό! (φωτό) https://t.co/v3d0bxuuky ,el,6/12/2017 9:05:52 PM,9994,NA,7,1
8885,"tag:search.twitter.com,2005:874143100997951488",πανικός στο οακα – επική υποδοχή του παναθηναϊκού από χιλιάδες οπαδούς τους https://t.co/fvte4jtz27 ,el,6/12/2017 5:55:30 AM,9995,NA,7,1
8749,"tag:search.twitter.com,2005:874899703216971779","rt @usgsbigquakes: prelim m6.9 earthquake mexico-guatemala border region jun-14 07:29 utc, updates https://t.co/mzxnvgohrk ",en,6/14/2017 7:49:51 AM,11348,NA,5,1
40372,"tag:search.twitter.com,2005:874300063606083589",rt @ertsocial: σεισμός στη λέσβο - εγκλωβισμένη σε σπίτι και τουλάχιστον τρεις τραυματίες#seismos #breakingnews https://t.co/0v5v5fsqmm ,el,6/12/2017 2:18:30 PM,51844,NA,9,2
46601,"tag:search.twitter.com,2005:874356236879319040","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,60604,NA,6,1
8737,"tag:search.twitter.com,2005:874899685256941568",strong 6.9-magnitude earthquake hits guatemala-mexico border https://t.co/emjbdtldfahttps://t.co/zlp7dejaic ,en,6/14/2017 8:01:54 AM,11334,NA,5,1
48106,"tag:search.twitter.com,2005:874375421067800576",i think i would definitely die if there were a big earthquake while i were sleeping ,en,6/12/2017 9:18:40 PM,62548,NA,5,1
43830,"tag:search.twitter.com,2005:874328882769526784","rt @antones_fubar: στη λέσβο σεισμός, η fyrom διαλύεται, στο μενίδι θα σκοτωθούν, κατολίσθηση αλλού ο αλέξης είναι λέει αισιόδοξος για το ε… ",el,6/12/2017 4:45:54 PM,55837,NA,6,1
17872,"tag:search.twitter.com,2005:875033718695526400",massive 6.9 earthquake triggers landslides in guatemala https://t.co/saktmwa9qh ,en,6/14/2017 4:54:30 PM,24697,NA,6,2
55711,"tag:search.twitter.com,2005:874532646801608704",h @corinacretueu απαντώντας σε ερώτησή μου διαβεβαίωσε ότι οι ζημιές απο φυσ.καταστροφές χρηματοδοτούνται έως και 100% απο εε@fm100thess ,el,6/13/2017 7:43:25 AM,72120,NA,7,1
21853,"tag:search.twitter.com,2005:875115602632876032","times of malta ‒ powerful 6.3 magnitude earthquake rattles greece, turkey https://t.co/dxvik3nqmy ",en,6/14/2017 10:19:53 PM,29178,NA,5,2
30698,"tag:search.twitter.com,2005:874250352232497154",rt @keeptalkinggr: powerful #earthquake 6.3 r strikes in the aegean between lesvos and chios - #greece https://t.co/fxhawcbcog ,en,6/12/2017 1:00:27 PM,40827,NA,5,2
41354,"tag:search.twitter.com,2005:874307960243204096",ώρες αγωνίας για την τύχη της 45χρονης στη βρίσα λέσβου - βιντεο ντοκουμέντο https://t.co/qwbfrp2abl ,el,6/12/2017 4:50:36 PM,52988,NA,6,2
19377,"tag:search.twitter.com,2005:875065157608767491","small earthquake hits near beaverton, no damages reported #portland https://t.co/eiyew4cndx https://t.co/kcofkqkxkg ",en,6/14/2017 6:59:26 PM,26410,NA,7,2
50489,"tag:search.twitter.com,2005:874420765596291075","rt @npr: earthquake kills woman, damages buildings on greek island https://t.co/m1e43aow4f ",en,6/13/2017 12:17:07 AM,65700,NA,7,2
6055,"tag:search.twitter.com,2005:874858106739728384",rt @lastquake: felt #earthquake m2.0 strikes 27 km s of #mytilíni (#greece) 56 min ago. please report to: https://t.co/vwiodom2kl https://t… ,en,6/14/2017 5:15:28 AM,7551,NA,3,2
