ID,text,amb
1226,rt @brunotersago: #earthquake #lesbos - woman trapped in ruins of destroyed house in vrisa village ,2
145,"rt @careglobal: care guatemala staff safe and accounted for, starting to assess damage and impact. ",1
522,"rt @careglobal: care guatemala staff safe and accounted for, starting to assess damage and impact. ",1
634,rt @catholicregistr: earthquake triggers landslides in western guatemala. ,1
1227,rt @catholicregistr: earthquake triggers landslides in western guatemala. ,1
547,rt @cbcalerts: earthquake in aegean sea injures 10 on greek island of lesbos. 6.2 quake also damaged buildings in western turkey. ,2
1228,rt @cbcalerts: earthquake in aegean sea injures 10 on greek island of lesbos. 6.2 quake also damaged buildings in western turkey. ,2
1229,rt @ceylanwrites: the 6.3  magnitude earthquake off the west coast of turkey was felt as far away as istanbul...,2
873,rt @ceylanwrites: the 6.3  magnitude earthquake off the west coast of turkey was felt as far away as istanbul... ,2
436,rt @cinarfm: çınar fm - σοβαρές ζημιές και τραυματίες στη λέσβο από το σεισμό ,2
1230,rt @cinarfm: çınar fm - σοβαρές ζημιές και τραυματίες στη λέσβο από το σεισμό ,2
146,rt @clif_high: ack! as forecast: ,1
903,rt @cnngreece: αισθητός και στην τουρκία ο ισχυρός σεισμός στο βόρειο αιγαίο ,2
1231,rt @cnngreece: αισθητός και στην τουρκία ο ισχυρός σεισμός στο βόρειο αιγαίο ,2
598,rt @cnngreece: σεισμός μυτιλήνη: φωτογραφίες από τις ζημιές σε βρίσα και πλωμάρι ,2
1232,rt @cnngreece: σεισμός μυτιλήνη: φωτογραφίες από τις ζημιές σε βρίσα και πλωμάρι ,2
1723,rt @cnnmoney: what to watch:- u.k. in chaos- @emmanuelmacron's big win- earthquake at @uber,1
147,rt @cnnmoney: what to watch:- u.k. in chaos- @emmanuelmacron's big win- earthquake at @uber ,1
451,"rt @dailysabah: panic, damage on greek island of lesbos after an earthquake in the aegean sea | ds gallery ",2
1233,"rt @dailysabah: panic, damage on greek island of lesbos after an earthquake in the aegean sea | ds gallery ",2
1234,rt @daphnenews: many houses at the village of vrisa in southern #lesvos have collapsed after 6.1-magnitude quake. citizen protection min on…,2
421,rt @daphnenews: many houses at the village of vrisa in southern #lesvos have collapsed after 6.1-magnitude quake. citizen protection min on… ,2
1235,"rt @das_ruhrgebiet: 6.1 #earthquake has hit #lesvos this afternoonvrisa and plomari are hugely damaged!🚨please,help us to help them!🙏htt…",2
482,"rt @das_ruhrgebiet: 6.1 #earthquake has hit #lesvos this afternoonvrisa and plomari are hugely damaged!🚨please,help us to help them!🙏htt… ",2
714,rt @debka_english: strong earthquake hits lesbos island and w. turkish coast ,2
1236,rt @debka_english: strong earthquake hits lesbos island and w. turkish coast ,2
1237,rt @democracytrue: η καταστροφή #δεηο σεισμός #λέσβοςτο νεκρό παιδί #μενίδι δεν είναι επικοινωνιακή στρατηγική για #eurogroup αλλά ο…,1
573,rt @democracytrue: η καταστροφή #δεηο σεισμός #λέσβοςτο νεκρό παιδί #μενίδι δεν είναι επικοινωνιακή στρατηγική για #eurogroup αλλά ο…  ,1
372,rt @dialogoscy: μυτιλήνη: νεκρή ανασύρθηκε η εγκλωβισμένη γυναίκα ,2
1238,rt @dialogoscy: μυτιλήνη: νεκρή ανασύρθηκε η εγκλωβισμένη γυναίκα ,2
148,rt @dialogoscy: πανικός στη στοκχόλμη: φορτηγό έπεσε πάνω σε ταξί ,1
1724,rt @dikaiologitika: άνω του 1 δισ. ευρώ οι ζημιές της δεη από την κατολίσθηση στο αμύνταιο,1
149,rt @dikaiologitika: άνω του 1 δισ. ευρώ οι ζημιές της δεη από την κατολίσθηση στο αμύνταιο ,1
1239,"rt @dimdemi96: μία νεκρή από τον σεισμό 6,1 ρίχτερ ανοιχτά της λέσβου -κατέρρευσαν σπίτια",2
963,"rt @dimdemi96: μία νεκρή από τον σεισμό 6,1 ρίχτερ ανοιχτά της λέσβου -κατέρρευσαν σπίτια ",2
1240,rt @dnaultra4: it seems very severe event unfortunately.50% of houses in vryssa village lesvos island have collapsed or are damage…,2
431,rt @dnaultra4: it seems very severe event unfortunately.50% of houses in vryssa village lesvos island have collapsed or are damage…  ,2
1241,rt @doc_provocateur: #lesvos #seismos βίντεο από τη βρίσα:  υλικές ζημιές σε σπίτια - ένας ή δύο άνθρωποι έχουν εγκλωβιστε,2
1242,rt @documentonews: σεισμός λέσβος: νεκρή βρέθηκε η εγκλωβισμένη γυναίκα | documentonews.gr,2
986,rt @documentonews: σεισμός λέσβος: νεκρή βρέθηκε η εγκλωβισμένη γυναίκα | documentonews.gr ,2
722,rt @earthbrook: powerful m6.9 earthquake hits guatemala - mexico border region ,1
1243,rt @earthbrook: powerful m6.9 earthquake hits guatemala - mexico border region ,1
655,"rt @earthquakesnow: strong earthquake, 6.9 mag was detected near tajumulco in guatemala - ",2
1244,"rt @earthquakesnow: strong earthquake, 6.9 mag was detected near tajumulco in guatemala - ",2
381,rt @efsyntakton: -νεότερες πληροφορίες παραμένει εγκλωβισμένη η 57χρονη στη βρίσα,2
1245,rt @efsyntakton: -νεότερες πληροφορίες παραμένει εγκλωβισμένη η 57χρονη στη βρίσα,2
488,rt @efsyntakton: σοβαρές ζημιές από τον σεισμό στο πλωμάρι λέσβουφωτορεπορτάζ,2
1246,rt @efsyntakton: σοβαρές ζημιές από τον σεισμό στο πλωμάρι λέσβουφωτορεπορτάζ,2
1247,rt @ek_1915: ισχυρή σεισμική δόνηση στο ανατολικό αιγαίο – υλικές ζημιές (βίντεο).,2
1248,rt @elensioz: @myrmithonas εμείς όχι.... το σύστημα που είναι επάνω τώρα τι κάνει? ανεπανόρθωτες ζημιές...αφανιζομαστε και δεν λέ…,1
443,rt @elensioz: @myrmithonas εμείς όχι.... το σύστημα που είναι επάνω τώρα τι κάνει? ανεπανόρθωτες ζημιές...αφανιζομαστε και δεν λέ…  ,1
761,rt @endtimeheadline: breaking news: powerful 6.0 earthquake strikes western turkey - ,2
1249,rt @endtimeheadline: breaking news: powerful 6.0 earthquake strikes western turkey - ,2
1250,"rt @enetpressg: μυτιλήνη: mεγάλες ζημιές στα βρισά από τον ισχυρό σεισμό 6,4 ρίχτερ | enetpress",2
1251,"rt @enikolopoulou: σεισμός στη μυτιλήνη 6,1 ρίχτερ: κατέρρευσαν σπίτια στο πλωμάρι- βίντεο ντοκουμέντο- μια 45χρονη ανασύρθηκε νεκρή…",2
965,"rt @enikolopoulou: σεισμός στη μυτιλήνη 6,1 ρίχτερ: κατέρρευσαν σπίτια στο πλωμάρι- βίντεο ντοκουμέντο- μια 45χρονη ανασύρθηκε νεκρή…  ",2
383,rt @enikos_gr: απεγκλωβισμός ζευγαριού ηλικιωμένων στη βρίσα λέσβου - τωρα ,2
1252,rt @enikos_gr: απεγκλωβισμός ζευγαριού ηλικιωμένων στη βρίσα λέσβου - τωρα ,2
455,rt @enikos_gr: εικόνες καταστροφής στη βρίσα λέσβου - οι κάτοικοι μαζεύουν τα λιγοστά τους υπάρχοντα - φωτο ,2
1253,rt @enikos_gr: εικόνες καταστροφής στη βρίσα λέσβου - οι κάτοικοι μαζεύουν τα λιγοστά τους υπάρχοντα - φωτο ,2
524,rt @enikos_gr: ζημιές και στο ακράσι λέσβου προκάλεσε ο σεισμός - φωτο ,2
1254,rt @enikos_gr: ζημιές και στο ακράσι λέσβου προκάλεσε ο σεισμός - φωτο ,2
596,rt @enikos_gr: ζημιές σε σπίτια στο χωριό βρίσα της λέσβου - τωρα ,2
1255,rt @enikos_gr: ζημιές σε σπίτια στο χωριό βρίσα της λέσβου - τωρα ,2
694,"rt @enikos_gr: ισχυρός σεισμός 6,1 ρίχτερ στη λέσβο - 10 τραυματίες και σοβαρές ζημιές - φωτο - βιντεο ",2
1256,"rt @enikos_gr: ισχυρός σεισμός 6,1 ρίχτερ στη λέσβο - 10 τραυματίες και σοβαρές ζημιές - φωτο - βιντεο ",2
1257,rt @enikos_gr: κατέρρευσαν ακατοίκητα σπίτια στο πλωμάρι - τωρα,2
365,rt @enikos_gr: κατέρρευσαν ακατοίκητα σπίτια στο πλωμάρι - τωρα ,2
1258,rt @enikos_gr: κατέρρευσαν ακατοίκητα σπίτια στο πλωμάρι - τωρα ,2
337,rt @enikos_gr: νέες εικόνες από τα χαλάσματα μετά τον σεισμό στη μυτιλήνη - τωρα ,2
1725,rt @enikos_gr: νέες εικόνες από τα χαλάσματα μετά τον σεισμό στη μυτιλήνη - τωρα ,2
1259,rt @enikos_gr: νέο βιντεο-ντοκουμέντο από τον σεισμό στη μυτιλήνη - κατέρρευσαν σπίτια στο χωριό βρίσα,2
947,rt @enikos_gr: νέο βιντεο-ντοκουμέντο από τον σεισμό στη μυτιλήνη - κατέρρευσαν σπίτια στο χωριό βρίσα ,2
1260,rt @enikos_gr: σεισμός στη λέσβο: νεκρή η γυναίκα που είχε εγκλωβιστεί στα ερείπια του σπιτιού της - τωρα,2
987,rt @enikos_gr: σεισμός στη λέσβο: νεκρή η γυναίκα που είχε εγκλωβιστεί στα ερείπια του σπιτιού της - τωρα ,2
561,rt @enikos_gr: συγκλονιστικές εικόνες - drone καταγράφει την ολική καταστροφή στη βρίσα - βιντεο ,2
1261,rt @enikos_gr: συγκλονιστικές εικόνες - drone καταγράφει την ολική καταστροφή στη βρίσα - βιντεο ,2
1262,rt @eqtw: strong earthquake hits the mexico-guatemala border,2
677,rt @eqtw: strong earthquake hits the mexico-guatemala border ,2
1263,rt @ertsocial: νεκρή η εγκλωβισμένη μεταδίδει το @amna_news - επιβεβαιώνει την δυσάρεστη είδηση και ο δήμαρχος λέσβου.…,2
389,rt @ertsocial: νεκρή η εγκλωβισμένη μεταδίδει το @amna_news - επιβεβαιώνει την δυσάρεστη είδηση και ο δήμαρχος λέσβου.…  ,2
1264,rt @ertsocial: σεισμός στη λέσβο - εγκλωβισμένη σε σπίτι και τουλάχιστον τρεις τραυματίες#seismos #breakingnews,2
377,rt @ertsocial: σεισμός στη λέσβο - εγκλωβισμένη σε σπίτι και τουλάχιστον τρεις τραυματίες#seismos #breakingnews ,2
1265,rt @ertsocial: σεισμός στη λέσβο - εγκλωβισμένη σε σπίτι και τουλάχιστον τρεις τραυματίες#seismos #breakingnews ,2
1266,rt @etyposgr: #seismos #σεισμός κατέρρευσαν σπίτια στο πλωμάρι από τον σεισμό – καταστροφές στην προύσα [βίντεο],2
939,rt @etyposgr: #seismos #σεισμός κατέρρευσαν σπίτια στο πλωμάρι από τον σεισμό – καταστροφές στην προύσα [βίντεο] ,2
1267,"rt @etyposgr: έκτακτο: ισχυρός σεισμός 6,3 ρίχτερ στην μυτιλήνη - κατέρρευσαν σπίτια στο πλωμάρι",2
656,"rt @etyposgr: έκτακτο: ισχυρός σεισμός 6,3 ρίχτερ στην μυτιλήνη - κατέρρευσαν σπίτια στο πλωμάρι ",2
1268,"rt @etyposgr: έκτακτο: ισχυρός σεισμός 6,3 ρίχτερ στην μυτιλήνη - κατέρρευσαν σπίτια στο πλωμάρι ",2
852,rt @euronewsgr: #breaking #earthquake ισχυρός σεισμός ανοιχτά της μυτιλήνης - αισθητός και στην αθήνα ,2
1269,rt @euronewsgr: #breaking #earthquake ισχυρός σεισμός ανοιχτά της μυτιλήνης - αισθητός και στην αθήνα ,2
150,rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault ,1
669,rt @evankirstel: signs of past #california 'mega-quakes' show danger of the big one on san andreas fault ,1
838,rt @f22a_n16gd2_mlc: bbc news - greece earthquake hits lesbos: tremors felt in istanbul and athens ,2
1270,"rt @felipeandres75: ⚠powerful #earthquake (#sismo) mw=6.9 - 144 km w of #guatemalacity, #guatemala. depth: 105 km.more info at:…",2
151,"rt @felipeandres75: ⚠powerful #earthquake (#sismo) mw=6.9 - 144 km w of #guatemalacity, #guatemala. depth: 105 km.more info at:…  ",2
651,"rt @felipeandres75: ⚠powerful #earthquake (#sismo) mw=6.9 - 144 km w of #guatemalacity, #guatemala. depth: 105 km.more info at:…  ",2
401,rt @fotinirantsiou: with typical greek stubbornness searching the rubble against the advice of experts. #lesvos #earthquake ,2
1271,rt @fotinirantsiou: with typical greek stubbornness searching the rubble against the advice of experts. #lesvos #earthquake ,2
1726,"rt @fox12oregon: small earthquake hits near beaverton, no damages reported",1
152,"rt @fox12oregon: small earthquake hits near beaverton, no damages reported ",1
479,"rt @fox12oregon: small earthquake hits near beaverton, no damages reported ",1
1727,rt @freebesieged: i'm guilty of gloating over media know-nothings scrambling 2 catch up with earthquake they never felt-when in reality sho…,2
153,rt @freebesieged: i'm guilty of gloating over media know-nothings scrambling 2 catch up with earthquake they never felt-when in reality sho… ,2
749,"rt @fromwintowin: strongest earthquake strikes kumamoto area. kumamoto castle, by ",2
1272,"rt @fromwintowin: strongest earthquake strikes kumamoto area. kumamoto castle, by ",2
1728,rt @fsustormrisk: hawaii’s big island hit by m5.3 earthquake,1
155,rt @fsustormrisk: hawaii’s big island hit by m5.3 earthquake ,1
1729,rt @fvccre: 6.3 earthquake @#cemrmeets in chios a big thright but no injured... policy committee interupted until tomorrow…,2
156,rt @fvccre: 6.3 earthquake @#cemrmeets in chios a big thright but no injured... policy committee interupted until tomorrow…  ,2
1730,"rt @gabehash: earthquake 6.9 hit guatemala and felt in mexico and el salvador today june 14, 2017",2
157,"rt @gabehash: earthquake 6.9 hit guatemala and felt in mexico and el salvador today june 14, 2017  ",2
1731,"rt @galypios: @taxideutis ήταν τότε που ο μητσοτάκης είχε βάλει έναν ειδικό φόρο για τα σπίτια μας, ένα πρελούδιο του ενφια, ο μεγάλος αυτό…",1
158,"rt @galypios: @taxideutis ήταν τότε που ο μητσοτάκης είχε βάλει έναν ειδικό φόρο για τα σπίτια μας, ένα πρελούδιο του ενφια, ο μεγάλος αυτό… ",1
1273,rt @gnpride: καταστροφή στην λέσβο: eγκλωβισμένοι πολίτες σε σπίτια που κατέρρευσαν και τραυματίες!…,2
954,rt @gnpride: καταστροφή στην λέσβο: eγκλωβισμένοι πολίτες σε σπίτια που κατέρρευσαν και τραυματίες!… ,2
159,rt @greattrave: σεισμός μυτιλήνη - προειδοποίηση σεισμολόγων: έρχεται μεγάλος σεισμός ,1
1732,"rt @greeceoutsidein: greek seismologists worry about mild aftershocks on lesvos, fear new earthquake",1
160,"rt @greeceoutsidein: greek seismologists worry about mild aftershocks on lesvos, fear new earthquake ",1
785,"rt @greeceoutsidein: powerful earthquake 6.3 r greece: 10 injuries, one woman trapped – live ",2
1274,"rt @greeceoutsidein: powerful earthquake 6.3 r greece: 10 injuries, one woman trapped – live ",2
1275,"rt @greekinews: ζημιές σε σπίτια στο πλωμάρι από τον ισχυρό σεισμό, ανάστατοι οι κάτοικοι στους δρόμους (βιντεο)…",2
578,"rt @greekinews: ζημιές σε σπίτια στο πλωμάρι από τον ισχυρό σεισμό, ανάστατοι οι κάτοικοι στους δρόμους (βιντεο)…  ",2
1733,"rt @grtrnbpttoday: a small new england earthquake in sanford, maine area yesterday, was much stronger 6.9 magnitude earthquake in…",1
161,"rt @grtrnbpttoday: a small new england earthquake in sanford, maine area yesterday, was much stronger 6.9 magnitude earthquake in…  ",1
585,rt @gscp_gr: οι ζημιές που προκάλεσε ο σεισμός στη βρίσα της λέσβου-video από drone ,2
1276,rt @gscp_gr: οι ζημιές που προκάλεσε ο σεισμός στη βρίσα της λέσβου-video από drone ,2
1734,rt @gurmeetramrahim: #msghelpearthquakevictims i pray to god to bless the earthquake victims n give them strength to bear the disaster ,2
356,rt @gurmeetramrahim: #msghelpearthquakevictims i pray to god to bless the earthquake victims n give them strength to bear the disaster http… ,2
886,rt @hasavrat: earthquake felt in istanbul at 15:31 local time. ,2
583,rt @hdner: in photos: 6.2-magnitude earthquake in turkey’s aegean stirs panic ,2
1277,rt @hdner: in photos: 6.2-magnitude earthquake in turkey’s aegean stirs panic ,2
867,"rt @hdner: latest: 6.3-magnitude earthquake hits aegean sea, felt in istanbul, neighboring provinces ",2
1735,"rt @hrissyd: τετράδιε σε έχει πιάσει πανικός..αμα θες κατέβα στις 20, κερνάμε απερολ..😘",1
162,"rt @hrissyd: τετράδιε σε έχει πιάσει πανικός..αμα θες κατέβα στις 20, κερνάμε απερολ..😘 ",1
1278,rt @huffpostgreece: εκτακτο- nεκρή ανασύρθηκε η εγκλωβισμένη στη βρίσα όπως ανακοίνωσε ο δήμαρχος λέσβου στο twitter…,2
977,rt @huffpostgreece: εκτακτο- nεκρή ανασύρθηκε η εγκλωβισμένη στη βρίσα όπως ανακοίνωσε ο δήμαρχος λέσβου στο twitter…  ,2
729,rt @huffpostgreece: ισχυρός σεισμός άνω των 6 ρίχτερ νότια της λέσβου ,2
1279,rt @huffpostgreece: ισχυρός σεισμός άνω των 6 ρίχτερ νότια της λέσβου ,2
496,"rt @humanityroad: #greece #lesvos - damage in vrisa, plomari, chios, and along turkish coast from 6.1 earthquake, june 12: ",2
1280,"rt @humanityroad: #greece #lesvos - damage in vrisa, plomari, chios, and along turkish coast from 6.1 earthquake, june 12: ",2
591,"rt @humanityroad: #greece #lesvos - video of damage in vrisa following 6.3 #earthquake, june 12, 2017: ",2
1281,"rt @humanityroad: #greece #lesvos - video of damage in vrisa following 6.3 #earthquake, june 12, 2017: ",2
1282,"rt @humeyra_pamuk: earthquake w/magnitude of 6.3 struck #turkey's western coast, felt in #istanbul &amp; aegean city of izmir. no damage/casual…",2
805,"rt @humeyra_pamuk: earthquake w/magnitude of 6.3 struck #turkey's western coast, felt in #istanbul &amp; aegean city of izmir. no damage/casual… ",2
1283,"rt @iefimerida: μία νεκρή από τον σεισμό 6,1 ρίχτερ ανοιχτά της λέσβου -κατέρρευσαν σπίτια",2
951,"rt @iefimerida: μία νεκρή από τον σεισμό 6,1 ρίχτερ ανοιχτά της λέσβου -κατέρρευσαν σπίτια ",2
1284,"rt @iefimerida: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια στο πλωμάρι",2
414,"rt @iefimerida: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια στο πλωμάρι ",2
1285,"rt @iefimerida: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης -κατέρρευσαν σπίτια στο πλωμάρι ",2
835,rt @ingarogg: more on the earthquake which was felt even in #istanbul. #depremoldu ,2
343,"rt @iol: earthquake kills woman, guts houses on greek island ",2
1286,"rt @iol: earthquake kills woman, guts houses on greek island ",2
1287,rt @ioustinab: πιό δυνατός δεν γινόταν!!!! τί σεισμός ήταν αυτός;;!!!!,2
672,rt @ioustinab: πιό δυνατός δεν γινόταν!!!! τί σεισμός ήταν αυτός;;!!!! ,2
699,rt @ipopgr: ισχυρός σεισμός στη μυτιλήνη#ipopgr ,2
1288,rt @ipopgr: ισχυρός σεισμός στη μυτιλήνη#ipopgr ,2
1289,"rt @iskranews: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης. κατέρρευσαν σπίτια στο πλωμάρι - 4 τραυματίες - iskra",2
970,"rt @iskranews: σεισμός 6,1 ρίχτερ ανοιχτά της μυτιλήνης. κατέρρευσαν σπίτια στο πλωμάρι - 4 τραυματίες - iskra ",2
618,"rt @jenniferwillen: #guatemala earthquake kills 2; damage, landslides reported ",2
1290,"rt @jenniferwillen: #guatemala earthquake kills 2; damage, landslides reported ",2
741,rt @jerusalem_post: strong earthquake shakes eastern aegean islands ,2
1291,rt @jerusalem_post: strong earthquake shakes eastern aegean islands ,2
348,rt @jmichelakis: σεισμός μυτιλήνη: νεκρή εντοπίστηκε και ανασύρθηκε η αγνοούμενη γυναίκα από τα χαλάσματα του σπιτιού της - ,2
1292,rt @jmichelakis: σεισμός μυτιλήνη: νεκρή εντοπίστηκε και ανασύρθηκε η αγνοούμενη γυναίκα από τα χαλάσματα του σπιτιού της - ,2
467,rt @kalloninewsgr: ο μεγαλύτερος σεισμός των τελευταίων δεκαετιών!μικροζημιές οι πρώτες εκτιμήσεις.στους δρόμους οι κάτοικοι!... ,2
1293,rt @kalloninewsgr: ο μεγαλύτερος σεισμός των τελευταίων δεκαετιών!μικροζημιές οι πρώτες εκτιμήσεις.στους δρόμους οι κάτοικοι!... ,2
553,rt @kampmairi: the #earthquake caused many damages #greece #lesvos ,2
1294,rt @kampmairi: the #earthquake caused many damages #greece #lesvos ,2
1736,rt @karavitisgeorge: πανικός στα γραφεία της νδ! ετοιμάζουν διαβεβαίωση προς την πολύτιμη δημοσιοϋπαλληλική πελατεία ότι η νδ δεν θα συρ…,1
163,rt @karavitisgeorge: πανικός στα γραφεία της νδ! ετοιμάζουν διαβεβαίωση προς την πολύτιμη δημοσιοϋπαλληλική πελατεία ότι η νδ δεν θα συρ…  ,1
1737,rt @katemoran: #oncabyss connected a tiltmeter today. thank you @whoi for your patience. your tiltimeter will be a big contributor to earth…,1
164,rt @katemoran: #oncabyss connected a tiltmeter today. thank you @whoi for your patience. your tiltimeter will be a big contributor to earth… ,1
1738,rt @kathimerini_cy: στα μέσα κοινωνικής δικτύωσης κάτοικοι της ευρύτερης περιοχής αναρτούν βίντεο με την τεράστια φωτιά…,1
165,RT @Kathimerini_Cy: Στα μέσα κοινωνικής δικτύωσης κάτοικοι της ευρύτερης περιοχής αναρτούν βίντεο με την τεράστια φωτιά…  ,1
1295,"rt @kathimerini_gr: ζημιές από τα 6,1 ρίχτερ στη λέσβο - εγκλωβισμένη γυναίκα στο χωριό βρίσ",2
468,"rt @kathimerini_gr: ζημιές από τα 6,1 ρίχτερ στη λέσβο - εγκλωβισμένη γυναίκα στο χωριό βρίσα ",2
1296,"rt @kathimerini_gr: ζημιές από τα 6,1 ρίχτερ στη λέσβο - εγκλωβισμένη γυναίκα στο χωριό βρίσα ",2
732,"rt @kathimerini_gr: ισχυρός σεισμός 6,1 - 35 χιλιόμετρα νοτιοδυτικά της μυτιλήνης το επίκεντρο",2
1297,"rt @kathimerini_gr: ισχυρός σεισμός 6,1 - 35 χιλιόμετρα νοτιοδυτικά της μυτιλήνης το επίκεντρο",2
644,"rt @kathimerini_gr: ισχυρός σεισμός 6,1 με επίκεντρο 40 χιλιόμετρα νοτιοδυτικά της μυτιλήνης ",2
1298,"rt @kathimerini_gr: ισχυρός σεισμός 6,1 με επίκεντρο 40 χιλιόμετρα νοτιοδυτικά της μυτιλήνης ",2
1299,rt @kathimerini_gr: λέσβος: καταρρεύσεις εγκαταλελειμμένων κτιρίων στο πλωμάρι και ζημιές σε σπίτια προκάλεσε ο ισχυρός σεισμός…,2
771,rt @kathimerini_gr: λέσβος: καταρρεύσεις εγκαταλελειμμένων κτιρίων στο πλωμάρι και ζημιές σε σπίτια προκάλεσε ο ισχυρός σεισμός…  ,2
1300,rt @kathimerini_gr: λέσβος: νεκρή ανασύρθηκε η γυναίκα που είχε εγκλωβιστεί σε ερείπια στο χωριό βρίσα,2
363,rt @kathimerini_gr: λέσβος: νεκρή ανασύρθηκε η γυναίκα που είχε εγκλωβιστεί σε ερείπια στο χωριό βρίσα ,2
1301,rt @kathimerini_gr: λέσβος: νεκρή ανασύρθηκε η γυναίκα που είχε εγκλωβιστεί σε ερείπια στο χωριό βρίσα ,2
1302,"rt @keeptalkinggr: #greece powerful earthquake 6.3r leaves one woman dead, 11 people injured. most houses in vrisa  #lesvos collapsed",2
1303,rt @keeptalkinggr: earthquake 6 r - epicenter #izmir #turkey. panic on #lesvos #greece,2
516,rt @keeptalkinggr: earthquake 6 r - epicenter #izmir #turkey. panic on #lesvos #greece ,2
713,rt @keeptalkinggr: powerful #earthquake 6.3 r strikes in the aegean between lesvos and chios - #greece ,2
1304,rt @keeptalkinggr: powerful #earthquake 6.3 r strikes in the aegean between lesvos and chios - #greece ,2
671,rt @keeptalkinggr: powerful earthquake 6.3 r strikes in the aegean between lesvos and chios ,2
1305,rt @keeptalkinggr: powerful earthquake 6.3 r strikes in the aegean between lesvos and chios ,2
1306,rt @keeptalkinggr: vrisa: the ghost village of lesvos after earthquake strikes with 6.3r,2
342,rt @keeptalkinggr: vrisa: the ghost village of lesvos after earthquake strikes with 6.3r ,2
1307,rt @keeptalkinggr: vrisa: the ghost village of lesvos after earthquake strikes with 6.3r ,2
1308,"rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…",2
460,"rt @kmitsotakis: επισκέφθηκα τη βρίσα της λέσβου, όπου, δυστυχώς, διαπίστωσα την τεράστια καταστροφή. τα πολλά λόγια είναι φτώχια.…  ",2
1031,rt @kosmidisstathis: θα αποκαταστήσουμε τις ζημιές κ τους κατοίκους στη μυτιλήνη είπε ο πθηταςκουβέντα όμως για την λεσβο#μια_στραβη @sk… ,2
1739,"rt @kyliexugh: malapit na ba ang the big one? please say no, just keep praying 🙏🏻 #earthquake",1
166,"rt @kyliexugh: malapit na ba ang the big one? please say no, just keep praying 🙏🏻 #earthquake ",1
775,"rt @lamprosvita: ισχυρός σεισμός 6,1 με επίκεντρο 40 χιλιόμετρα νοτιοδυτικά της μυτιλήνης ",2
1309,"rt @lamprosvita: ισχυρός σεισμός 6,1 με επίκεντρο 40 χιλιόμετρα νοτιοδυτικά της μυτιλήνης ",2
1740,rt @lapavitsas: 2 γεγονότα σε 2 μερες!αμύνταιο κ μυτιλήνη .κατολίσθηση κ σεισμος.ειναι να μην παει ο νους σου στις #skouries ;;;,1
167,rt @lapavitsas: 2 γεγονότα σε 2 μερες!αμύνταιο κ μυτιλήνη .κατολίσθηση κ σεισμος.ειναι να μην παει ο νους σου στις #skouries ;;; ,1
168,"rt @lastquake: #earthquake (#sismo) possibly felt 2 min ago in region metropolitana, #chile. felt it? see ",1
169,rt @lastquake: #earthquake (#σεισμός) possibly felt 2 min ago in #greece. felt it? see ,1
883,rt @lastquake: #earthquake (#σεισμός) possibly felt 2 min ago in #greece. felt it? see ,1
1310,rt @lastquake: bbc news - turkey earthquake: tremors felt in istanbul and athens,2
870,rt @lastquake: bbc news - turkey earthquake: tremors felt in istanbul and athens ,2
834,rt @lastquake: felt #earthquake (#gempa) m5.7 strikes 161 km s of #pelabuhanratu (#indonesia) 11 min ago. ,2
894,rt @lastquake: felt #earthquake (#sismo) m6.9 strikes 144 km w of guatemala city (#guatemala) 22 min ago. ,2
845,rt @lastquake: felt #earthquake m2.0 strikes 27 km s of #mytilíni (#greece) 56 min ago. please report to: ,2
810,rt @lastquake: felt #earthquake m3.6 strikes 28 km sw of mytilíni (greece) 1hr 29min ago. please report to: ,2
819,rt @lastquake: felt #earthquake m4.0 strikes 36 km sw of #mytilíni (#greece) 7 min ago. please report to: ,2
844,rt @lastquake: felt #earthquake m4.3 strikes 54 km w of #aliağa (#turkey) 26 min ago. please report to: ,2
855,rt @lastquake: felt #earthquake m4.9 strikes 84 km nw of #izmir (#turkey) 29 min ago. please report to: ,2
811,rt @lastquake: felt #earthquake m4.9 strikes 91 km nw of #izmir (#turkey) 25 min ago. please report to: ,2
891,rt @lastquake: felt #earthquake m5.0 strikes 79 km e of tapachula (mexico) 1hr 5min ago. please report to: ,2
846,rt @lastquake: felt #earthquake m5.1 strikes 102 km sw of #tapachula (#mexico) 8 min ago. please report to: ,2
813,rt @lastquake: felt #earthquake m5.5 strikes 104 km s of #ovalle (#chile) 10 min ago. please report to: ,2
1311,rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to:,2
797,rt @lastquake: felt #earthquake m6.0 strikes 86 km nw of #izmir (#turkey) 3 min ago. please report to: ,2
1741,rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake,1
170,rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake ,1
851,rt @lastquake: latest map of the felt reports collected at emsc after m6.3 #earthquake ,1
